Date,Price,Open,High,Low,Vol.,Change %
13-May-21,"49,704.60","49,398.20","51,337.30","46,331.10",236.71K,0.65%
12-May-21,"49,384.20","56,694.50","57,938.50","49,187.00",160.74K,-12.90%
11-May-21,"56,695.70","55,846.10","56,871.10","54,550.40",96.47K,1.52%
10-May-21,"55,848.90","58,251.20","59,523.90","53,678.30",142.61K,-4.10%
09-May-21,"58,238.30","58,840.60","59,227.00","56,414.40",103.59K,-1.02%
08-May-21,"58,840.10","57,330.30","59,471.10","56,972.20",101.27K,2.62%
07-May-21,"57,337.20","56,411.40","58,639.30","55,300.10",110.01K,1.65%
06-May-21,"56,405.40","57,441.00","58,364.90","55,294.50",109.02K,-1.80%
05-May-21,"57,441.30","53,872.50","57,936.40","53,872.50",119.82K,6.88%
04-May-21,"53,741.50","57,170.60","57,201.30","53,741.50",132.33K,-6.00%
03-May-21,"57,169.80","56,605.80","58,925.10","56,562.40",89.24K,1.00%
02-May-21,"56,603.80","57,807.20","57,868.40","56,110.50",53.61K,-2.08%
01-May-21,"57,807.10","57,719.10","58,449.40","57,029.50",63.41K,0.15%
30-Apr-21,"57,720.30","53,562.30","57,925.60","53,088.70",103.74K,7.77%
29-Apr-21,"53,560.80","54,838.60","55,173.70","52,400.00",83.90K,-2.34%
28-Apr-21,"54,841.40","55,036.00","56,419.90","53,876.40",86.96K,-0.35%
27-Apr-21,"55,036.50","54,011.10","55,427.80","53,345.00",84.08K,1.88%
26-Apr-21,"54,020.50","48,963.50","54,320.90","48,815.90",129.76K,10.33%
25-Apr-21,"48,963.60","50,088.20","50,532.40","47,098.50",59.20K,-2.25%
24-Apr-21,"50,088.90","51,140.80","51,183.00","48,775.20",82.25K,-2.06%
23-Apr-21,"51,143.60","51,707.10","52,099.90","47,659.40",214.46K,-1.13%
22-Apr-21,"51,729.50","53,821.30","55,408.40","50,590.90",168.13K,-3.88%
21-Apr-21,"53,820.20","56,479.50","56,764.40","53,657.60",100.26K,-4.71%
20-Apr-21,"56,483.20","55,645.10","57,054.90","53,422.50",115.49K,1.50%
19-Apr-21,"55,646.10","56,208.10","57,517.00","54,272.30",117.51K,-1.00%
18-Apr-21,"56,207.10","60,043.20","60,362.10","51,817.60",216.81K,-6.39%
17-Apr-21,"60,041.90","61,358.30","62,509.10","59,672.10",84.08K,-2.18%
16-Apr-21,"61,379.70","63,211.60","63,518.50","60,027.30",136.85K,-2.90%
15-Apr-21,"63,216.00","62,978.60","63,729.10","62,067.50",76.97K,0.37%
14-Apr-21,"62,980.40","63,544.20","64,778.00","61,366.30",130.43K,-0.88%
13-Apr-21,"63,540.90","59,863.60","63,659.00","59,839.40",126.56K,6.14%
12-Apr-21,"59,863.80","59,982.10","61,259.90","59,569.20",81.88K,-0.19%
11-Apr-21,"59,978.70","59,772.40","60,667.10","59,250.30",58.20K,0.39%
10-Apr-21,"59,748.40","58,127.40","61,229.00","57,900.00",103.72K,2.80%
09-Apr-21,"58,118.70","58,076.80","58,890.90","57,686.00",59.22K,0.07%
08-Apr-21,"58,077.40","55,948.00","58,136.70","55,721.60",64.78K,3.80%
07-Apr-21,"55,948.70","57,996.30","58,627.70","55,489.30",110.69K,-3.53%
06-Apr-21,"57,996.30","59,169.00","59,487.00","57,403.30",77.15K,-1.69%
05-Apr-21,"58,993.40","58,202.30","59,205.10","56,842.70",54.13K,1.36%
04-Apr-21,"58,199.90","57,059.70","58,464.80","56,470.60",57.21K,2.00%
03-Apr-21,"57,059.90","58,976.80","59,770.50","56,906.70",68.74K,-3.25%
02-Apr-21,"58,977.30","58,718.20","60,134.90","58,466.50",72.37K,0.44%
01-Apr-21,"58,718.30","58,763.20","59,406.50","58,040.70",69.04K,-0.08%
31-Mar-21,"58,763.70","58,771.40","59,795.60","56,991.60",98.06K,-0.01%
30-Mar-21,"58,771.30","57,614.60","59,366.90","57,077.10",86.21K,2.00%
29-Mar-21,"57,616.20","55,764.70","58,392.60","54,951.10",107.91K,3.32%
28-Mar-21,"55,765.20","55,856.90","56,504.20","54,711.30",58.71K,-0.17%
27-Mar-21,"55,862.90","55,033.80","56,531.10","54,010.20",73.87K,1.50%
26-Mar-21,"55,036.10","51,317.40","55,074.10","51,302.00",100.30K,7.24%
25-Mar-21,"51,322.30","52,330.00","53,175.40","50,441.30",143.35K,-1.92%
24-Mar-21,"52,325.40","54,309.10","57,169.40","51,725.40",137.91K,-3.91%
23-Mar-21,"54,452.50","54,117.50","55,813.80","52,992.30",84.84K,0.54%
22-Mar-21,"54,158.30","57,379.30","58,379.90","53,784.20",95.53K,-5.62%
21-Mar-21,"57,383.80","58,097.40","58,583.80","55,583.30",77.47K,-1.22%
20-Mar-21,"58,093.40","58,084.10","59,882.10","57,863.00",67.83K,0.01%
19-Mar-21,"58,088.00","57,645.00","59,448.30","56,305.10",83.98K,0.75%
18-Mar-21,"57,656.00","58,911.80","60,088.00","57,099.60",102.62K,-2.13%
17-Mar-21,"58,913.50","56,892.90","58,933.20","54,253.20",118.26K,3.56%
16-Mar-21,"56,889.70","55,619.50","56,889.70","53,342.60",128.51K,1.97%
15-Mar-21,"55,791.30","59,117.40","60,565.90","55,088.80",117.71K,-5.62%
14-Mar-21,"59,113.70","61,192.70","61,673.70","59,113.70",80.29K,-3.40%
13-Mar-21,"61,195.30","57,267.40","61,795.80","56,118.80",134.64K,6.86%
12-Mar-21,"57,265.10","57,806.20","58,052.30","55,134.50",116.96K,-0.92%
11-Mar-21,"57,799.50","55,851.20","58,135.00","54,351.80",129.63K,3.49%
10-Mar-21,"55,851.90","54,882.70","57,328.70","53,073.60",140.96K,1.77%
09-Mar-21,"54,879.00","52,352.40","54,880.60","51,941.30",114.06K,4.91%
08-Mar-21,"52,311.00","50,988.90","52,384.90","49,338.10",68.14K,2.61%
07-Mar-21,"50,982.30","48,899.00","51,434.10","48,890.60",82.91K,4.35%
06-Mar-21,"48,855.60","48,798.70","49,191.80","47,132.80",66.66K,0.13%
05-Mar-21,"48,792.50","48,363.60","49,429.40","46,370.10",113.64K,0.75%
04-Mar-21,"48,428.00","50,388.00","51,757.70","47,521.80",9.56K,-3.90%
03-Mar-21,"50,395.10","48,422.20","52,567.90","48,159.20",44.93K,4.07%
02-Mar-21,"48,424.20","49,595.60","50,191.90","47,100.60",102.10K,-2.36%
01-Mar-21,"49,595.50","45,160.50","49,774.00","45,008.80",137.52K,9.81%
28-Feb-21,"45,164.00","46,136.00","46,582.00","43,100.60",135.08K,-2.11%
27-Feb-21,"46,136.70","46,333.10","48,335.10","45,059.40",98.75K,-0.45%
26-Feb-21,"46,345.60","46,928.50","48,413.90","44,248.20",189.41K,-1.24%
25-Feb-21,"46,928.50","49,695.90","52,013.80","46,773.70",83.22K,-5.57%
24-Feb-21,"49,697.50","48,911.10","51,311.80","47,031.70",153.75K,1.61%
23-Feb-21,"48,911.20","54,114.10","54,115.00","45,093.80",315.07K,-9.61%
22-Feb-21,"54,111.80","57,437.60","57,480.80","48,353.80",244.95K,-5.78%
21-Feb-21,"57,433.80","55,907.60","58,335.10","55,502.70",87.26K,2.70%
20-Feb-21,"55,923.70","55,922.00","57,523.80","54,124.10",127.85K,0.03%
19-Feb-21,"55,906.60","51,590.10","56,238.50","50,816.80",139.43K,8.38%
18-Feb-21,"51,582.20","52,094.50","52,524.00","50,941.60",94.35K,-0.95%
17-Feb-21,"52,079.20","49,161.30","52,577.70","49,018.10",140.03K,5.92%
16-Feb-21,"49,169.70","47,934.20","50,515.80","47,044.40",141.37K,2.57%
15-Feb-21,"47,936.30","48,611.10","48,936.50","45,786.10",123.18K,-1.45%
14-Feb-21,"48,643.40","47,172.10","49,695.10","47,051.90",106.50K,3.13%
13-Feb-21,"47,168.70","47,373.10","48,097.30","46,270.50",89.42K,-0.43%
12-Feb-21,"47,371.70","47,995.00","48,927.40","46,218.60",133.73K,-1.29%
11-Feb-21,"47,990.70","44,834.80","48,622.10","44,041.10",145.77K,7.04%
10-Feb-21,"44,836.00","46,507.80","47,295.30","43,800.50",151.83K,-3.60%
09-Feb-21,"46,508.60","46,396.40","48,143.50","45,104.70",193.87K,0.24%
08-Feb-21,"46,395.70","38,853.60","46,596.40","38,057.00",248.47K,19.41%
07-Feb-21,"38,852.90","39,228.90","39,691.70","37,381.60",125.37K,-1.03%
06-Feb-21,"39,256.60","38,300.60","40,939.70","38,275.30",156.02K,2.50%
05-Feb-21,"38,297.60","36,976.40","38,303.60","36,640.00",100.60K,3.56%
04-Feb-21,"36,982.10","37,648.90","38,707.90","36,380.80",151.44K,-1.77%
03-Feb-21,"37,646.80","35,486.90","37,646.80","35,401.50",131.03K,6.09%
02-Feb-21,"35,485.20","33,514.00","35,976.10","33,462.40",120.85K,5.88%
01-Feb-21,"33,515.70","33,106.80","34,685.60","32,324.90",126.32K,1.23%
31-Jan-21,"33,108.10","34,281.60","34,348.30","32,189.90",101.92K,-3.43%
30-Jan-21,"34,283.10","34,300.00","34,920.90","32,908.50",128.57K,-0.05%
29-Jan-21,"34,301.80","33,381.70","38,546.00","31,953.30",297.73K,2.78%
28-Jan-21,"33,374.80","30,408.90","33,790.80","29,911.90",167.39K,9.77%
27-Jan-21,"30,404.00","32,499.60","32,545.40","29,290.40",194.35K,-6.46%
26-Jan-21,"32,502.10","32,244.10","32,917.70","30,850.00",139.84K,0.77%
25-Jan-21,"32,252.30","32,244.30","34,854.30","31,967.40",142.43K,0.03%
24-Jan-21,"32,241.30","32,088.50","33,034.80","30,982.90",88.21K,0.47%
23-Jan-21,"32,088.90","32,994.10","33,441.40","31,418.20",100.70K,-2.76%
22-Jan-21,"33,000.50","30,838.70","33,821.20","28,871.20",243.09K,7.00%
21-Jan-21,"30,842.10","35,472.30","35,591.10","30,101.80",253.27K,-13.06%
20-Jan-21,"35,476.30","35,862.10","36,384.40","33,444.50",153.61K,-1.46%
19-Jan-21,"36,002.90","36,630.60","37,821.00","36,001.40",79.11K,-1.67%
18-Jan-21,"36,613.20","35,838.20","37,436.80","34,801.00",111.52K,2.16%
17-Jan-21,"35,839.60","36,020.10","36,801.30","33,883.50",126.82K,-0.50%
16-Jan-21,"36,019.50","36,751.80","37,931.70","35,408.40",137.02K,-2.24%
15-Jan-21,"36,845.80","39,175.70","39,715.00","34,488.70",118.42K,-5.95%
14-Jan-21,"39,175.70","37,383.40","40,054.30","36,772.10",172.40K,4.80%
13-Jan-21,"37,382.20","34,061.20","37,764.60","32,451.90",209.93K,9.70%
12-Jan-21,"34,076.10","35,426.00","36,598.70","32,572.70",241.93K,-4.13%
11-Jan-21,"35,544.30","38,195.30","38,217.20","30,411.60",251.04K,-6.93%
10-Jan-21,"38,192.20","40,149.70","41,362.40","35,141.60",215.78K,-4.88%
09-Jan-21,"40,151.90","40,607.20","41,363.50","38,775.10",128.42K,-1.10%
08-Jan-21,"40,599.30","39,466.40","41,921.70","36,613.40",251.29K,2.89%
07-Jan-21,"39,460.20","36,798.50","40,340.90","36,361.20",249.60K,7.25%
06-Jan-21,"36,793.20","33,999.30","36,934.80","33,408.30",227.56K,8.24%
05-Jan-21,"33,991.50","32,015.40","34,414.70","30,010.50",202.13K,6.15%
04-Jan-21,"32,022.60","33,016.60","33,587.50","28,204.50",255.27K,-2.84%
03-Jan-21,"32,958.90","32,192.90","34,755.90","32,029.60",155.21K,2.38%
02-Jan-21,"32,193.30","29,359.70","33,233.50","29,008.00",240.87K,9.65%
01-Jan-21,"29,359.90","28,951.70","29,627.10","28,712.40",100.90K,1.42%
31-Dec-20,"28,949.40","28,866.80","29,298.80","28,025.00",136.69K,0.28%
30-Dec-20,"28,868.70","27,374.50","28,979.30","27,374.50",159.82K,5.45%
29-Dec-20,"27,376.00","27,065.30","27,390.70","25,902.80",119.57K,1.18%
28-Dec-20,"27,057.80","26,259.20","27,444.90","26,144.30",126.98K,3.03%
27-Dec-20,"26,261.30","26,460.30","28,360.30","25,858.20",231.23K,-0.73%
26-Dec-20,"26,454.40","24,714.70","26,826.00","24,515.10",155.77K,7.15%
25-Dec-20,"24,689.60","23,728.70","24,778.90","23,445.30",2.40K,4.02%
24-Dec-20,"23,736.50","23,253.20","23,783.70","22,737.30",104.59K,2.06%
23-Dec-20,"23,257.90","23,820.80","24,063.70","22,694.70",178.47K,-2.37%
22-Dec-20,"23,823.20","22,730.40","23,825.40","22,388.60",130.75K,4.82%
21-Dec-20,"22,728.50","23,474.10","24,101.90","22,015.50",154.69K,-3.18%
20-Dec-20,"23,474.90","23,843.60","24,280.90","23,098.90",114.09K,-1.55%
19-Dec-20,"23,844.00","23,127.60","24,107.10","22,797.00",133.88K,3.10%
18-Dec-20,"23,127.90","22,823.30","23,272.80","22,361.50",131.80K,1.33%
17-Dec-20,"22,825.40","21,352.30","23,738.00","21,243.10",310.74K,6.90%
16-Dec-20,"21,352.20","19,434.70","21,525.30","19,299.70",199.81K,9.87%
15-Dec-20,"19,434.90","19,273.90","19,556.30","19,076.20",98.39K,0.84%
14-Dec-20,"19,273.80","19,176.40","19,346.50","19,007.00",67.11K,0.51%
13-Dec-20,"19,176.80","18,808.10","19,403.60","18,716.80",82.45K,1.96%
12-Dec-20,"18,808.90","18,026.70","18,936.20","18,025.10",71.37K,4.36%
11-Dec-20,"18,023.60","18,250.50","18,288.30","17,600.10",111.53K,-1.23%
10-Dec-20,"18,247.20","18,546.10","18,551.80","17,926.80",85.31K,-1.61%
09-Dec-20,"18,546.00","18,322.40","18,637.90","17,658.80",129.72K,1.20%
08-Dec-20,"18,326.60","19,170.80","19,288.60","18,229.20",101.41K,-4.40%
07-Dec-20,"19,170.70","19,368.40","19,424.60","18,908.80",61.98K,-1.08%
06-Dec-20,"19,379.90","19,146.00","19,417.10","18,873.00",54.56K,1.22%
05-Dec-20,"19,146.50","18,657.50","19,172.70","18,507.10",59.44K,2.62%
04-Dec-20,"18,658.10","19,431.10","19,529.50","18,610.80",110.63K,-3.99%
03-Dec-20,"19,433.30","19,219.80","19,596.60","18,883.70",99.97K,1.12%
02-Dec-20,"19,218.80","18,767.90","19,335.50","18,346.70",91.92K,2.39%
01-Dec-20,"18,770.70","19,697.80","19,897.40","18,257.00",208.72K,-4.71%
30-Nov-20,"19,698.10","18,186.00","19,831.20","18,186.00",185.59K,8.32%
29-Nov-20,"18,185.50","17,729.70","18,336.30","17,530.40",79.12K,2.57%
28-Nov-20,"17,730.70","17,142.60","17,874.40","16,874.40",95.20K,3.52%
27-Nov-20,"17,127.10","17,160.90","17,450.30","16,481.60",138.80K,-0.20%
26-Nov-20,"17,162.00","18,721.90","18,894.90","16,235.20",312.07K,-8.34%
25-Nov-20,"18,723.00","19,151.50","19,486.70","18,527.70",146.12K,-2.24%
24-Nov-20,"19,152.60","18,394.60","19,416.60","18,074.80",180.79K,4.21%
23-Nov-20,"18,379.60","18,428.10","18,756.80","18,016.00",127.35K,-0.18%
22-Nov-20,"18,412.90","18,689.30","18,751.50","17,644.60",121.76K,-1.47%
21-Nov-20,"18,687.20","18,673.80","18,966.00","18,397.50",108.91K,0.06%
20-Nov-20,"18,675.20","17,805.50","18,811.00","17,758.40",134.42K,4.90%
19-Nov-20,"17,803.50","17,775.10","18,166.00","17,380.10",135.94K,0.16%
18-Nov-20,"17,774.60","17,662.30","18,466.10","17,258.90",233.43K,0.64%
17-Nov-20,"17,662.30","16,715.80","17,845.40","16,562.00",175.87K,5.66%
16-Nov-20,"16,715.80","15,954.10","16,880.70","15,870.70",118.09K,4.78%
15-Nov-20,"15,953.00","16,074.70","16,158.10","15,782.30",58.43K,-0.73%
14-Nov-20,"16,071.00","16,323.10","16,328.20","15,717.70",83.64K,-1.55%
13-Nov-20,"16,324.20","16,293.00","16,474.10","15,973.40",113.75K,0.18%
12-Nov-20,"16,294.70","15,695.80","16,342.70","15,483.50",165.54K,3.82%
11-Nov-20,"15,695.80","15,303.10","15,953.90","15,281.00",119.07K,2.56%
10-Nov-20,"15,303.60","15,328.00","15,465.30","15,096.50",93.36K,-0.15%
09-Nov-20,"15,327.20","15,483.30","15,819.60","14,816.90",165.04K,-1.01%
08-Nov-20,"15,483.70","14,826.60","15,648.30","14,720.70",94.99K,4.42%
07-Nov-20,"14,828.40","15,578.20","15,754.40","14,385.10",160.73K,-4.81%
06-Nov-20,"15,577.90","15,593.90","15,955.20","15,223.50",186.13K,-0.06%
05-Nov-20,"15,587.10","14,145.60","15,739.90","14,099.70",227.49K,10.19%
04-Nov-20,"14,145.60","14,023.00","14,238.80","13,544.40",140.80K,0.90%
03-Nov-20,"14,019.90","13,560.50","14,054.00","13,294.60",108.17K,3.38%
02-Nov-20,"13,561.40","13,759.70","13,828.40","13,214.20",97.76K,-1.44%
01-Nov-20,"13,759.40","13,795.50","13,889.50","13,628.70",51.71K,-0.27%
31-Oct-20,"13,797.30","13,560.20","14,065.40","13,441.70",102.75K,1.75%
30-Oct-20,"13,559.90","13,457.00","13,667.90","13,134.50",108.77K,0.76%
29-Oct-20,"13,457.20","13,278.30","13,640.00","12,982.90",111.23K,1.34%
28-Oct-20,"13,278.90","13,658.30","13,851.70","12,907.60",144.18K,-2.77%
27-Oct-20,"13,657.80","13,061.50","13,782.30","13,050.30",128.64K,4.56%
26-Oct-20,"13,061.60","13,033.00","13,229.70","12,792.40",89.47K,0.23%
25-Oct-20,"13,032.20","13,117.00","13,345.30","12,900.40",59.73K,-0.65%
24-Oct-20,"13,117.20","12,933.60","13,161.50","12,876.40",51.20K,1.42%
23-Oct-20,"12,934.10","12,972.70","13,025.50","12,738.90",73.94K,-0.31%
22-Oct-20,"12,974.60","12,805.50","13,183.90","12,698.20",113.31K,1.30%
21-Oct-20,"12,808.70","11,913.60","13,213.50","11,894.60",197.72K,7.51%
20-Oct-20,"11,913.50","11,753.90","12,029.40","11,685.70",94.59K,1.36%
19-Oct-20,"11,753.40","11,507.10","11,823.30","11,413.90",73.04K,2.14%
18-Oct-20,"11,506.90","11,362.10","11,506.90","11,349.80",31.51K,1.27%
17-Oct-20,"11,362.10","11,321.80","11,402.70","11,274.40",29.86K,0.35%
16-Oct-20,"11,322.00","11,503.20","11,542.20","11,224.60",71.42K,-1.57%
15-Oct-20,"11,503.00","11,421.40","11,590.90","11,276.70",70.84K,0.72%
14-Oct-20,"11,420.40","11,424.40","11,541.00","11,293.50",59.12K,-0.03%
13-Oct-20,"11,423.80","11,533.50","11,558.00","11,315.90",64.67K,-0.95%
12-Oct-20,"11,533.90","11,370.80","11,715.90","11,227.40",84.02K,1.43%
11-Oct-20,"11,371.00","11,295.60","11,439.40","11,277.60",41.06K,0.64%
10-Oct-20,"11,298.40","11,053.50","11,475.00","11,053.10",65.81K,2.21%
09-Oct-20,"11,054.20","10,923.50","11,103.00","10,836.90",70.95K,1.19%
08-Oct-20,"10,924.10","10,670.70","10,948.60","10,549.60",79.78K,2.37%
07-Oct-20,"10,670.90","10,601.00","10,680.10","10,553.30",49.27K,0.64%
06-Oct-20,"10,602.60","10,790.20","10,800.30","10,530.80",69.07K,-1.73%
05-Oct-20,"10,789.50","10,672.50","10,789.60","10,623.40",48.86K,1.09%
04-Oct-20,"10,672.90","10,544.40","10,693.30","10,520.80",31.40K,1.22%
03-Oct-20,"10,544.20","10,572.20","10,597.80","10,501.20",29.10K,-0.27%
02-Oct-20,"10,572.30","10,619.60","10,662.90","10,387.60",77.94K,-0.45%
01-Oct-20,"10,620.50","10,776.60","10,913.70","10,462.70",95.33K,-1.44%
30-Sep-20,"10,776.10","10,843.40","10,847.70","10,667.60",55.55K,-0.60%
29-Sep-20,"10,840.90","10,694.30","10,858.40","10,642.40",59.64K,1.38%
28-Sep-20,"10,693.20","10,776.40","10,946.60","10,685.20",72.29K,-0.77%
27-Sep-20,"10,776.20","10,727.90","10,799.20","10,602.70",40.92K,0.45%
26-Sep-20,"10,727.90","10,688.90","10,793.30","10,650.20",37.85K,0.37%
25-Sep-20,"10,688.80","10,739.90","10,756.00","10,558.90",71.43K,-0.47%
24-Sep-20,"10,739.40","10,238.10","10,787.80","10,201.00",82.95K,4.90%
23-Sep-20,"10,237.30","10,531.50","10,535.40","10,146.60",74.95K,-2.79%
22-Sep-20,"10,531.50","10,419.40","10,570.70","10,361.70",63.52K,1.10%
21-Sep-20,"10,416.80","10,919.90","10,987.20","10,328.50",109.85K,-4.62%
20-Sep-20,"10,921.50","11,081.60","11,081.60","10,772.70",53.39K,-1.45%
19-Sep-20,"11,081.80","10,933.00","11,177.10","10,890.70",51.63K,1.36%
18-Sep-20,"10,933.00","10,941.30","11,029.70","10,818.70",63.48K,-0.08%
17-Sep-20,"10,941.30","10,950.10","11,039.30","10,755.20",77.22K,-0.07%
16-Sep-20,"10,949.50","10,785.20","11,093.30","10,669.20",94.94K,1.52%
15-Sep-20,"10,785.30","10,675.20","10,931.80","10,627.80",91.70K,1.03%
14-Sep-20,"10,675.30","10,332.70","10,744.30","10,264.50",96.64K,3.38%
13-Sep-20,"10,326.00","10,441.70","10,579.60","10,219.40",66.12K,-1.11%
12-Sep-20,"10,441.90","10,390.20","10,476.80","10,275.90",48.49K,0.50%
11-Sep-20,"10,390.20","10,339.80","10,398.80","10,212.60",62.28K,0.49%
10-Sep-20,"10,339.70","10,224.30","10,480.30","10,219.20",88.01K,1.13%
09-Sep-20,"10,224.60","10,126.80","10,343.30","9,984.60",71.37K,0.97%
08-Sep-20,"10,126.60","10,376.90","10,434.40","9,877.10",113.90K,-2.41%
07-Sep-20,"10,376.90","10,296.40","10,400.90","9,887.00",12.40M,0.78%
06-Sep-20,"10,296.40","10,092.20","10,337.70","10,004.70",12.12M,2.02%
05-Sep-20,"10,092.20","10,472.30","10,558.70","9,897.80",14.72M,-3.63%
04-Sep-20,"10,472.50","10,168.70","10,614.20","9,960.30",12.50M,2.99%
03-Sep-20,"10,168.80","11,413.20","11,442.70","10,009.50",9.65M,-10.90%
02-Sep-20,"11,413.30","11,914.40","11,947.50","11,244.90",20.26M,-4.21%
01-Sep-20,"11,914.90","11,644.20","12,045.90","11,544.60",580.69K,2.32%
31-Aug-20,"11,644.20","11,701.10","11,760.20","11,563.80",496.14K,-0.49%
30-Aug-20,"11,702.00","11,468.10","11,704.20","11,462.60",409.36K,2.04%
29-Aug-20,"11,468.10","11,527.80","11,576.80","11,433.50",389.85K,-0.51%
28-Aug-20,"11,527.40","11,327.50","11,539.00","11,281.90",464.94K,1.77%
27-Aug-20,"11,327.40","11,462.30","11,580.30","11,135.30",560.59K,-1.18%
26-Aug-20,"11,462.30","11,324.90","11,533.60","11,254.60",513.06K,1.21%
25-Aug-20,"11,324.80","11,752.90","11,766.90","11,131.00",594.07K,-3.65%
24-Aug-20,"11,753.50","11,641.60","11,824.60","11,587.10",429.13K,0.96%
23-Aug-20,"11,641.60","11,661.10","11,705.40","11,520.80",377.33K,-0.17%
22-Aug-20,"11,661.30","11,529.20","11,677.00","11,382.10",433.98K,1.15%
21-Aug-20,"11,529.20","11,856.90","11,877.40","11,495.60",506.38K,-2.76%
20-Aug-20,"11,856.90","11,751.00","11,881.00","11,672.70",430.93K,0.91%
19-Aug-20,"11,750.20","11,944.40","12,013.20","11,602.60",550.26K,-1.65%
18-Aug-20,"11,947.60","12,283.00","12,381.40","11,842.00",606.79K,-2.73%
17-Aug-20,"12,282.60","11,898.80","12,444.10","11,764.00",628.41K,3.22%
16-Aug-20,"11,899.00","11,845.50","11,922.50","11,688.90",410.81K,0.45%
15-Aug-20,"11,845.30","11,751.10","11,964.00","11,711.50",499.10K,0.80%
14-Aug-20,"11,750.80","11,771.10","11,835.50","11,651.50",435.44K,-0.17%
13-Aug-20,"11,770.90","11,557.20","11,772.90","11,298.40",545.67K,1.85%
12-Aug-20,"11,557.20","11,390.40","11,605.40","11,190.60",549.59K,1.46%
11-Aug-20,"11,390.40","11,889.20","11,931.80","11,146.70",615.90K,-4.19%
10-Aug-20,"11,889.20","11,681.10","12,041.10","11,546.90",564.11K,1.78%
09-Aug-20,"11,681.20","11,764.40","11,792.80","11,527.50",303.00K,-0.71%
08-Aug-20,"11,764.30","11,591.60","11,805.50","11,533.50",317.06K,1.49%
07-Aug-20,"11,592.00","11,757.10","11,901.80","11,352.40",517.00K,-1.40%
06-Aug-20,"11,757.10","11,735.00","11,898.40","11,563.00",554.85K,0.19%
05-Aug-20,"11,735.10","11,184.80","11,771.50","11,114.50",570.83K,4.92%
04-Aug-20,"11,184.70","11,223.80","11,407.80","11,043.00",485.79K,-0.35%
03-Aug-20,"11,224.40","11,066.90","11,461.10","10,981.60",470.24K,1.42%
02-Aug-20,"11,066.80","11,802.60","12,061.10","10,730.70",647.95K,-6.24%
01-Aug-20,"11,803.10","11,333.20","11,847.70","11,226.10",611.47K,4.14%
31-Jul-20,"11,333.40","11,096.50","11,434.80","10,964.60",530.95K,2.14%
30-Jul-20,"11,096.20","11,105.80","11,164.40","10,861.60",501.14K,-0.09%
29-Jul-20,"11,105.90","10,908.40","11,336.50","10,771.80",576.83K,1.81%
28-Jul-20,"10,908.50","10,961.10","11,046.10","10,873.60",658.37K,-1.04%
27-Jul-20,"11,022.80","9,932.70","11,367.00","9,894.60",908.99K,10.98%
26-Jul-20,"9,932.50","9,690.00","10,086.60","9,645.90",415.07K,2.35%
25-Jul-20,"9,704.10","9,546.70","9,729.30","9,536.20",306.29K,1.65%
24-Jul-20,"9,546.40","9,599.20","9,626.20","9,480.50",359.16K,-0.55%
23-Jul-20,"9,599.60","9,513.60","9,646.50","9,451.10",425.66K,0.90%
22-Jul-20,"9,513.70","9,387.40","9,523.10","9,296.00",386.00K,1.35%
21-Jul-20,"9,387.30","9,162.30","9,426.90","9,155.10",458.99K,2.46%
20-Jul-20,"9,162.40","9,208.10","9,218.40","9,139.90",312.98K,-0.50%
19-Jul-20,"9,208.00","9,170.10","9,224.80","9,106.40",265.25K,0.41%
18-Jul-20,"9,170.20","9,155.80","9,198.80","9,126.70",276.40K,0.16%
17-Jul-20,"9,155.80","9,135.40","9,181.90","9,091.50",310.92K,0.22%
16-Jul-20,"9,135.30","9,198.70","9,224.20","9,052.00",429.04K,-0.69%
15-Jul-20,"9,198.70","9,253.60","9,270.20","9,168.70",429.84K,-0.59%
14-Jul-20,"9,253.40","9,243.10","9,274.80","9,135.70",453.83K,0.11%
13-Jul-20,"9,243.60","9,300.50","9,329.60","9,207.60",456.87K,-0.62%
12-Jul-20,"9,300.80","9,234.20","9,337.80","9,170.40",366.88K,0.73%
11-Jul-20,"9,233.30","9,285.80","9,295.50","9,184.20",353.92K,-0.56%
10-Jul-20,"9,285.10","9,239.00","9,309.80","9,131.90",418.47K,0.53%
09-Jul-20,"9,235.70","9,430.10","9,434.50","9,176.00",444.27K,-2.06%
08-Jul-20,"9,429.90","9,256.30","9,458.30","9,233.10",509.94K,1.88%
07-Jul-20,"9,256.00","9,338.80","9,371.20","9,209.30",420.55K,-0.89%
06-Jul-20,"9,339.00","9,080.40","9,363.00","9,063.20",510.27K,2.84%
05-Jul-20,"9,081.00","9,134.30","9,149.60","8,932.10",314.10K,-0.58%
04-Jul-20,"9,134.40","9,067.10","9,182.30","9,049.60",261.25K,0.74%
03-Jul-20,"9,067.10","9,085.00","9,120.40","9,050.90",333.88K,-0.20%
02-Jul-20,"9,085.10","9,229.90","9,259.70","8,962.10",483.10K,-1.57%
01-Jul-20,"9,229.90","9,135.90","9,289.00","9,101.10",366.78K,1.03%
30-Jun-20,"9,135.40","9,186.00","9,199.80","9,075.30",381.73K,-0.54%
29-Jun-20,"9,185.40","9,122.80","9,229.10","9,033.60",401.12K,0.67%
28-Jun-20,"9,124.00","9,008.40","9,185.50","8,950.20",329.01K,1.28%
27-Jun-20,"9,008.30","9,160.50","9,190.50","8,865.30",441.93K,-1.66%
26-Jun-20,"9,160.00","9,247.50","9,296.50","9,060.10",489.84K,-0.95%
